claim_id,repair_category,estimated_cost,actual_cost,cost_date
CLM-002864,Contents,13805.94,,
CLM-002865,Water Mitigation,11686.39,,
CLM-002866,Water Mitigation,20771.87,,
CLM-002867,Water Mitigation,14188.31,,
CLM-002868,Structural,25443.69,,
CLM-002868,Water Mitigation,62117.11,,
CLM-002869,Exterior/Siding,7173.16,,
CLM-002869,Structural,15687.76,,
CLM-002869,Contents,35100.22,,
CLM-002870,Water Mitigation,315670.37,,
CLM-002871,Exterior/Siding,19724.04,,
CLM-002871,Water Mitigation,33042.35,,
CLM-002872,Contents,32440.13,,
CLM-002873,Contents,74118.6,,
CLM-002873,Exterior/Siding,80990.26,,
CLM-002873,Roof,164289.24,,
CLM-002874,Contents,50717.25,,
CLM-002875,Roof,62779.5,,
CLM-002876,Structural,21930.93,,
CLM-002876,Contents,45842.11,,
CLM-002877,Exterior/Siding,84354.46,,
CLM-002877,Roof,110083.73,,
CLM-002877,Contents,216274.89,,
CLM-002878,Contents,422346.8,,
CLM-002879,Contents,16897.16,,
CLM-002879,Roof,23867.01,,
CLM-002880,Roof,23658.11,,
CLM-002881,Water Mitigation,12686.7,,
CLM-002881,Exterior/Siding,19249.82,,
CLM-002881,Structural,32522.62,,
CLM-002882,Contents,15534.5,,
CLM-002882,Exterior/Siding,32229.46,,
CLM-002882,Water Mitigation,71627.84,,
CLM-002883,Exterior/Siding,12433.83,,
